id,language,source,question_type,answer_type,question,options,correct_option_index,correct_answer,explanation,section
7e4bdd5a-6602-4d84-a4e5-15a934164e25,hi,json,mcq,single_select,हिमालयी तालिसपत्र के विषय में निम्नलिखित में से कौन सा कथन गलत है?,"['इसका वैज्ञानिक नाम टेक्सस वालाकीयाना है।', 'यह दुनिया में सबसे ज्यादा बिकने वाली एंटी-कैंसर दवाओं में से एक है।', 'यह हिमाचल प्रदेश, सिक्किम और नागालैंड के विभिन्न हिस्सों में पाया जाता है।', ""टैक्सोल' नामक एक रासायनिक यौगिक इस पेड़ की छाल, सुई, टहनी और जड़ों से निकाला जाता है।""]",2,"यह हिमाचल प्रदेश, सिक्किम और नागालैंड के विभिन्न हिस्सों में पाया जाता है।","हिमालयी तालिसपत्र, हिमाचल प्रदेश और अरुणाचल प्रदेश के विभिन्न हिस्सों में पाया जाने वाला एक औषधीय पौधा हैI",अनुभाग - 1
e4f8009b-c856-4640-9147-23f9de20ebb6,hi,json,mcq,single_select,निम्नलिखित में से कौन फ्रांसीसी क्रांति का नेता नहीं था?,"['मैक्सिमिलिएन रोबेस्पिएरे', 'फ्रेडरिक विलियम IV', 'जॉर्जेस-जैक्स डैंटन', 'जीन पॉल मारत']",1,फ्रेडरिक विलियम IV,"फ्रेडरिक विलियम IV फ्रांसीसी क्रांति के नेता नहीं थे। फ्रांसीसी क्रांति (1789-1799) फ्रांस में सामाजिक और राजनीतिक उथल-पुथल की अवधि थी, जिसके परिणामस्वरूप राजशाही को उखाड़ फेंका गया और गणराज्य की स्थापना हुई। विद्रोहियों के लिए फ्रांसीसी क्रांति के तीन मुख्य नेता जॉर्जेस-जैक्स डैंटन, जीन-पॉल मारत और मैक्सिमिलियन रॉबस्पिएरे थे।",अनुभाग - 1
0ff6cf1a-e99a-4add-988e-94b668a0f205,hi,json,mcq,single_select,निम्नलिखित में से कौन नेपोलियन के उदय का एक कारक था?,"['जैकबिन सरकार का पतन', 'रॉबस्पियर के शासनकाल का आतंक', 'निर्देशिका की राजनीतिक अस्थिरता', 'राष्ट्रवादी ताकत']",2,निर्देशिका की राजनीतिक अस्थिरता,"1792 से 1793 तक फ्रांस एक गणराज्य बना। इसमें जैकबिन सरकार के पतन और निर्देशिका की राजनीतिक अस्थिरता जैसी घटनाएं शामिल हैं। अंत में घटनाओं की श्रृंखला के साथ नेपोलियन फ्रांस का सम्राट बन गया। फ्रांस में निर्देशिका का शासन था, एक कार्यकारी जो पांच सदस्यों से बना था। हालांकि, निर्देशक विधान परिषद के साथ भिड़ गए, जिन्होंने फिर उन्हें खारिज करने की मांग की। निर्देशिका की राजनीतिक अस्थिरता ने सैन्य तानाशाह नेपोलियन बोनापार्ट के उदय का मार्ग प्रशस्त किया। 1804 में खुद को फ्रांस के सम्राट के रूप में मुकुट देने के बाद, वह पड़ोसी यूरोपीय देशों को जीतने के लिए, राजवंशों को तितर-बितर करने और उन राज्यों को बनाने के लिए निकला, जहां उन्होंने अपने परिवार के सदस्यों को रखा था। प्रारंभ में, उन्हें एक मुक्तिदाता के रूप में देखा गया, जो लोगों को स्वतंत्रता दिलाएगा, लेकिन जल्द ही नेपोलियन सेनाओं को एक हमलावर शक्ति के रूप में हर जगह देखा जाने लगा। अंत में, 1804 में, नेपोलियन बोनापार्ट ने खुद को फ्रांस के सम्राट के रूप में ताज पहनाया। इसलिए, सही उत्तर निर्देशिका की राजनीतिक अस्थिरता है।",अनुभाग - 1
762b1123-fca3-4f6e-b3c1-6b8a8c227265,hi,json,mcq,single_select,फ्रांसीसी क्रांति के बारे में निम्नलिखित में से कौन सा कथन सही नहीं है?,"['इसने स्वतंत्रता, स्वाधीनता और समानता के विचारों को जन्म दिया', 'इसने फ्रांस में राजशाही का अंत किया', 'फ्रांसीसी क्रांति की शुरुआत को दर्शाने करने वाली घटना 14 जुलाई, 1789 को बैस्टिल किले की थी', 'फ्रांसीसी क्रांति 1775 और 1783 के बीच लड़ी गई थी']",3,फ्रांसीसी क्रांति 1775 और 1783 के बीच लड़ी गई थी,""" फ्रांसीसी क्रांति 1775 और 1783 के बीच लड़ी गई थी "" यह कथन फ्रांसीसी क्रांति के बारे में सही नहीं है। फ्रांसीसी क्रांति (1789-1799) फ्रांस में सामाजिक और राजनीतिक उथल-पुथल की अवधि थी, जिसके परिणामस्वरूप राजशाही को उखाड़ फेंका गया और गणराज्य की स्थापना हुई। अमेरिकी क्रांति 1775 और 1783 के बीच लड़ी गई थी। अमेरिकी उपनिवेशों ने अमेरिकी शासन की स्थापना के लिए ब्रिटिश शासन को उखाड़ फेंका, अमेरिकी क्रांति के परिणामस्वरूप 1776 में स्वतंत्रता की घोषणा के साथ स्थापना की।",अनुभाग - 1
1f54c448-f2a8-490a-8d16-c5d6e76f48ca,hi,json,mcq,single_select,निम्नलिखित में से कौन सा परिवर्तन पहले औद्योगिक क्रांति के कारण नहीं हुआ है?,"['स्टीम इंजन का बढ़ता उपयोग', 'हाथ उत्पादन विधियों से मशीनों तक संक्रमण', 'मुख्य संकट के रूप में खेती', 'फैक्टरी प्रणाली की स्थापना']",2,मुख्य संकट के रूप में खेती,"'मुख्य संकट के रूप में खेती' पहले औद्योगिक क्रांति के कारण नहीं हुआ है । पहली औद्योगिक क्रांति की शुरुआत ब्रिटेन में हुई थी। इसने पूरी दुनिया को प्रभावित किया है और लोगों के जीवन में भारी बदलाव किया है। औद्योगिक क्रांति के कारण, समाज की एक नई प्रणाली जो 15 वीं शताब्दी से यूरोप में उभर रही थी जिसे पूंजीवाद कहा जाता है। औद्योगिक क्रांति ने भाप इंजन के उपयोग में वृद्धि की है क्योंकि इसके आवेदन में वृद्धि हुई है। जैसे-जैसे उत्पादन का माध्यम बदला है और इसलिए उत्पाद की मांग बढ़ गई है। यह हाथ उत्पादन विधियों से मशीनों और कारखाने प्रणाली को बढ़ाने के लिए संक्रमण में अनुमति देता है।",अनुभाग - 1
92f8a674-d54b-43f1-8429-597e4a866533,hi,json,mcq,single_select,यूएसए में 'नागरिक अधिकार आंदोलन किस कारण से' शुरू किया गया था?,"['सभी समान अधिकारों की मांग करना और सभी अफ्रीकी-अमेरिकी नागरिकों के लिए नस्लीय भेदभाव को दूर करना', 'अफ्रीकी-अमेरिकी पुरुषों के मतदान अधिकारों की मांग करने के लिए', 'अफ्रीकी-अमेरिकी वरिष्ठ नागरिकों की सामाजिक सुरक्षा की मांग करना', 'अफ्रीकी-अमेरिकी महिलाओं के मतदान के अधिकार की मांग करना']",0,सभी समान अधिकारों की मांग करना और सभी अफ्रीकी-अमेरिकी नागरिकों के लिए नस्लीय भेदभाव को दूर करना,"यूएसए में नागरिक अधिकार आंदोलन (1954-1968) अफ्रीकी-अमेरिकियों के खिलाफ कानूनी नस्लीय भेदभाव को समाप्त करने के उद्देश्य से घटनाओं और सुधार आंदोलनों का एक सेट है। मार्टिन लूथर किंग जूनियर के नेतृत्व में, इस आंदोलन ने नस्लीय और भेदभावपूर्ण कानूनों और प्रथाओं के खिलाफ नागरिक अवज्ञा के अहिंसक तरीकों का अभ्यास किया। अफ्रीकी-अमेरिकी, एफ्रो-अमेरिकन, ब्लैक अमेरिकन या ब्लैक का उपयोग मुख्य रूप से अफ्रीकी के वंशजों को संदर्भित करने के लिए किया जाता है, जिन्हें 17वीं शताब्दी और 19वीं शताब्दी की शुरुआत के बीच अमेरिका में दास के रूप में लाया गया था। ब्लैक पावर आंदोलन 1966 में उभरा और 1975 तक चला, जो एक अधिक उग्रवादी विरोधी नस्लवादी आंदोलन था, जो अमेरिका में नस्लवाद को समाप्त करने के लिए आवश्यक होने पर भी हिंसा की वकालत करता था।",अनुभाग - 1
c89f9740-24e8-482e-9664-bf8a24862c60,hi,json,mcq,single_select,रूसी क्रांति के विषय में निम्नलिखित कथनों पर विचार कीजिए : 1. बोलशेविकों का यह विश्वास था कि ज़ार के रूस जैसे दमनात्मक समाज में पार्टी को अनुशासित होना चाहिए और अपने सदस्यों की संख्या को नियंत्रित करना चाहिए। 2. मेनशेविक यह मानते थे कि पार्टी को सभी के लिए खुला रखा जाना चाहिए (जैसे जर्मनी में)। उपर्युक्त में से कौन-सा/से कथन सही है/हैं?,"['केवल 1', 'केवल 2', '1 और 2 दोनों', 'न ही 1, न ही 2']",2,1 और 2 दोनों,"बोलशेविक अपने नेता लेनिन के अधीन बहुसंख्यक समाजवादी थे। वे एक अनुशासित पार्टी में विश्वास करते थे जो सदस्यों और उनकी गुणवत्ता को नियंत्रित करता था। वे पार्टी को क्रांति लाने का साधन बनाना चाहते थे। इसलिए, कथन 1 सही है मेनशेविक रूसी सोशल डेमोक्रेटिक वर्कर्स पार्टी के गैर-लेनिनवादी विंग के सदस्य थे, जो बाद में एक अलग संगठन के रूप में विकसित हुआ। वे पूंजीवाद के साथ काम करने की उदार नीति में विश्वास करते थे क्योंकि उनका मानना था कि यह वास्तव में समाजवादी शासन का अग्रदूत था। वे धीरे-धीरे ब्रिटेन और फ्रांस में सरकार की तरह एक लोकतांत्रिक संसदीय रूप स्थापित करना चाहते थे। उन्होंने सभी पार्टी के लिए एक खुला पक्ष रखा और सिस्टम के भीतर मिलकर काम किया। इसलिए, कथन 2 सही है।",अनुभाग - 1
5fa1a0e5-57c2-4c14-ae5f-8c5e49dab4c5,hi,json,mcq,single_select,सितम्बर 1774 में फिलाडेल्फिया में आयोजित प्रथम महाद्वीपीय काँग्रेस द्वारा लिए गए निर्णयों में निम्नलिखित में से कौन-सा/से निर्णय शामिल था/थे? 1. इसने ब्रिटिश सत्ता के अधीन एक औपनिवेशिक संघ की योजना को अस्वीकृत कर दिया। 2. इसने शिकायतों से संबधित एक वक्तव्य तैयार किया। 3. इसने उपनिवेशों और इंग्लैंड के बीच व्यापार को रोकने की एक स्कीम पर सहमति ज़ाहिर की । नीचे दिए गए कूट का प्रयोग कर सही उत्तर चुनिए :,"['केवल 1 और 3', 'केवल 2', 'केवल 1 और 2', '1, 2 और 3']",1,केवल 2,"1774 में पहली महाद्वीपीय कांग्रेस के बाद ब्रिटेन के किंग जॉर्ज III को भेजी गई शिकायतों को दूर करने के लिए एक याचिका दायर की गई थी। इसलिए, कथन 2 सही है। व्यापार को विनियमित करने के लिए संसद के कानूनी अधिकार को अस्वीकार करने की योजना थी। लेकिन उन्होंने रॉयल प्राधिकरण का नियंत्रण वापस नहीं लिया, जिसका उल्लेख राजा की एक याचिका में स्पष्ट रूप से किया गया था। इसलिए, कथन 1 गलत है। घोषणा और संकल्पों ने दिसंबर 1774 से प्रभावी होने के लिए ब्रिटिश माल के बहिष्कार के बारे में भी बात की। लेकिन उन्होंने अमेरिकी उपनिवेशों और ब्रिटेन के बीच किसी भी तरह के व्यापार पर प्रतिबंध लगाने के बारे में स्पष्ट रूप से बात नहीं की। इसलिए, कथन 3 भी गलत है।",अनुभाग - 1
9f5413b1-fa47-4d7c-acf8-f397796669f2,hi,json,mcq,single_select,आतंक राज (रेन ऑफ टेरर) के बारे में निम्नलिखित में से कौन-सा कथन सही नहीं है?,"['सेन्स-कुलोटेस की मदद से जैकॉबिन्स ने जिरोंडिस्ट्स को बाहर निकाल दिया।', 'जैकॉबिन्स की फ्रांसीसी पादरी वर्ग के साथ साँठ-गाँठ थी।', 'क्रांति विरोधी गतिविधियों के लिए गिरफ़्तारी, क़ानून के द्वारा राजनीतिक वर्ग के लिए ही प्रतिबंधित थी।', 'जुलाई 1794 में गिलोटिन द्वारा रॉबसपियर के मृत्युदंड के साथ आतंक राज समाप्त हो गया।']",2,"क्रांति विरोधी गतिविधियों के लिए गिरफ़्तारी, क़ानून के द्वारा राजनीतिक वर्ग के लिए ही प्रतिबंधित थी।","'क्रांति विरोधी गतिविधियों के लिए गिरफ़्तारी, क़ानून के द्वारा राजनीतिक वर्ग के लिए ही प्रतिबंधित थी।' कथन सही नहीं है । यहाँ तक कि, लेफ्ट विंग और राइट विंग को बड़ी संख्या में निष्पादित किया गया था, जिनके पास फ्रांसीसी क्रांति के बारे में अलग-अलग विचार थे, उन्हें भी नहीं बख्शा गया। इसके अलावा, केवल राजनीतिक वर्ग के लिए गिरफ्तारी को प्रतिबंधित करने के लिए कोई कानून नहीं थे। रोबेस्पिएरे के नेतृत्व में जेकोबिन्स को 17,000 के रूप में निष्पादित किया गया, जबकि आधिकारिक तौर पर 10,000 को अनौपचारिक रूप से गिरफ्तार किया गया था। पब्लिक सेफ्टी की समिति के परिणामस्वरूप एक तानाशाही शासन, रॉबस्पियर के साथ एक प्रमुख सदस्य के रूप में फ्रांसीसी सरकार पर एक आभासी तानाशाही नियंत्रण का प्रयोग किया गया। जुलाई 1794 में एक गिलोटिन द्वारा इसी तरह से जब रोबेस्पियर को मार दिया गया तो आतंक का शासनकाल समाप्त हो गया।",अनुभाग - 1
67dd2655-ee96-4a52-8a92-83d72c53014d,hi,json,mcq,single_select,निम्नलिखित में से किस कारण/किन कारणों की वजह से इंग्लेंड में सबसे पहले औद्योगिक क्रांति हुई? 1. विज्ञान-संबंधी आविष्कारों ने औद्योगिक क्रांति का मार्ग प्रशस्त किया। 2. इसके लिए अनुकूल सामाजिक और राजनीतिक सरचनाएँ थीं। 3. नौगम्य नदियों ने अंत:स्थलीय (आंतरिक) परिवहन को आसान बनाया। 4. इसने पूँजीवादी व्यवसाय की प्रधानता (प्रभुत्व) को देखा। नीचे दिए गए कूट का प्रयोग कर सही उत्तर चुनिए:,"['केवल 1 और 3', 'केवल 1, 3 और 4', 'केवल 4', '1, 2, 3 और 4']",3,"1, 2, 3 और 4","उपरोक्त सभी कारकों ने ब्रिटेन में औद्योगिक क्रांति की सफलता के लिए भूमिका निभाई। औद्योगिक क्रांति के दौरान, कोयले और लोहे जैसे भारी उत्पादों को स्थानांतरित करने के सबसे सस्ते साधनों में से एक जलमार्ग था। नतीजतन, नहरों को चौड़ा और गहरा किया गया। इसने अधिक नाव परिवहन की अनुमति दी। जेम्स वाट द्वारा 1769 में स्टीम इंजन के आविष्कार ने परिवहन में क्रांति ला दी। इस प्रकार प्रौद्योगिकी ने औद्योगिक क्रांति के साथ मदद की। जब पूरा यूरोप राजनीतिक अस्थिरता का सामना कर रहा था, अंग्रेज़ पूँजीपतियों को ब्रिटिश सरकार का समर्थन मिल रहा था। इस प्रकार इसने पूंजीवादी प्रथाओं का एक क्रम देखा। गंभीरता समाप्त हो गई और संलग्नक आंदोलन ने नौकरी के अवसरों की तलाश में एक उभरते मध्यम वर्ग के लिए मार्ग प्रशस्त किया। इस प्रकार, सामाजिक और राजनीतिक संरचना ने भी मदद की।",अनुभाग - 1
ea032b7e-bf59-49dc-af56-48e81284db70,hi,json,mcq,single_select,अंड-करंड स्थलाकृति (बास्केट-ऑफ-एस टोपोग्राफी) निम्नलिखित में से किससे संबंधित है?,"['ड्रमलिन', 'एस्कर', 'सर्क', 'मोरेन']",0,ड्रमलिन,"अंड-करंड स्थलाकृति (बास्केट-ऑफ-एस टोपोग्राफी) ड्रमलिन से संबंधित है । ड्रमलिन अंडाकार आकार की पहाड़ियाँ हैं, जो बड़े पैमाने पर हिमनदों के बहाव से बनी होती हैं, जो एक ग्लेशियर या बर्फ की चादर के नीचे बनती हैं और बर्फ के प्रवाह की दिशा में संरेखित होती हैं। वे पूर्व में हिमाच्छादित क्षेत्रों में व्यापक हैं और विशेष रूप से कनाडा, आयरलैंड, स्वीडन और फिनलैंड में असंख्य हैं। 'अंड-करंड स्थलाकृति' ड्रमलिन की स्थलाकृति है, जो आमतौर पर समूहों में पाई जाती है। इसका आकार उल्टे नाव या उल्टे आधे अंडे जैसा होता है। एक समतल मैदान में हिमनदों के जमा होने से ड्रमलिन का निर्माण होता है।",अनुभाग - 1
d33d0e55-1cb4-4713-9c6d-f3cabe9277a6,hi,json,mcq,single_select,निम्नलिखित में से कौन सा द्वीप जापान में नहीं है?,"['होक्काइडो', 'होंशु', 'शिकोकू', 'सिन काउ']",3,सिन काउ,"सिन काउ द्वीप जापान में नहीं है । सिन काउ सातवां सबसे बड़ा स्प्रैटली द्वीप है और वियतनाम के कब्जे वाला तीसरा सबसे बड़ा द्वीप है। जापान के चार मुख्य द्वीप-होक्काइडो, होंशू, शिकोकू और क्यूशू। होक्काइडो- यह जापान के चार मुख्य द्वीपों में दूसरा सबसे बड़ा, सबसे उत्तरी और सबसे कम विकसित है। इसका मौसम सर्दियों में बहुत अधिक बर्फबारी, तापमान शून्य से नीचे और जमे हुए समुद्र के साथ कठोर होता है। यह पश्चिम में जापान सागर (पूर्वी सागर), उत्तर में ओखोटस्क सागर और पूर्व और दक्षिण में प्रशांत महासागर से घिरा है। होंशु- यह जापान का सबसे बड़ा द्वीप है और इसमें देश के सबसे प्रसिद्ध शहर और गंतव्य शामिल हैं। यह पांच क्षेत्रों (पूर्वोत्तर से दक्षिण-पश्चिम तक) में विभाजित है: तोहोकू, चुबू, कांटो, कंसाई (किंकी के नाम से भी जाना जाता है), और चुगोकू। शिकोकू- यह ओकिनावा के बाद दूसरा सबसे छोटा मुख्य द्वीप है। यह होंशू से अंतर्देशीय सागर (उत्तर) और की जलडमरूमध्य (पूर्व) और क्यूशू से बुंगो जलडमरूमध्य (पश्चिम) द्वारा अलग किया जाता है।",अनुभाग - 1
669bc5ad-ea47-4d7e-a53b-c5a1043da9f8,hi,json,mcq,single_select,दी गई विशेषताओं के आधार पर देश की पहचान कीजिए: 1. यह भूमध्य रेखा पर स्थित है। 2. उत्तर में कोलंबिया के साथ सीमा साझा करता है। 3. दक्षिण अमेरिका का एक उत्तर-पश्चिमी देश है।,"['गुयाना', 'वेनेजुएला', 'सूरीनाम', 'इक्वाडोर']",3,इक्वाडोर,"इक्वाडोर वह देश है जो भूमध्य रेखा पर स्थित है, उत्तर में कोलंबिया के साथ एक सीमा साझा करता है और दक्षिण अमेरिका का एक उत्तर-पश्चिमी देश है। इक्वाडोर : यह उत्तर पश्चिमी दक्षिण अमेरिका का एक देश है। यह दुनिया के सबसे अधिक पर्यावरणीय रूप से विविध देशों में से एक है, और इसने पर्यावरण विज्ञान में उल्लेखनीय योगदान दिया है। पृथ्वी की परिधि को मापने के लिए पहला वैज्ञानिक अभियान, जिसका नेतृत्व फ्रांस के चार्ल्स-मैरी डे ला कोंडामाइन ने किया था, इक्वाडोर में आधारित था।",अनुभाग - 1
7f6536e1-7767-42ec-8174-9e712ff1d7b7,hi,json,mcq,single_select,निम्नलिखित में से कौन सा देश कैरिबियन के साथ समूहीकृत नहीं है?,"['क्यूबा', 'बरमूडा', 'जॉर्डन', 'एंगुइला']",2,जॉर्डन,"जॉर्डन देश को कैरिबियन के साथ समूहीकृत नहीं किया गया है। यह पश्चिमी एशिया में जॉर्डन नदी के पूर्व की ओर एक अरब देश है।यह सऊदी अरब द्वारा दक्षिण और पूर्व में, इराक द्वारा उत्तर पूर्व में, सीरिया द्वारा उत्तर में, और पश्चिम में इज़राइल और फिलिस्तीन द्वारा सीमाबद्ध है।",अनुभाग - 1
6a3c9ce5-bc23-41a3-aabe-04280d307e81,hi,json,mcq,single_select,निम्नलिखित में से कौन सी नदी दो बार भूमध्य रेखा को पार करती है?,"['जायरा(कांगो)', 'अमेज़न', 'नील', 'नाइजर']",0,जायरा(कांगो),"जायरा(कांगो) नदी भूमध्य रेखा को दो बार पार करती है। जायरा(कांगो) नदी अफ्रीका की दूसरी सबसे लंबी नदी है, जो केवल नील नदी से छोटी है, साथ ही दुनिया में दूसरी सबसे बड़ी नदी है, जो कि केवल अमेजन के बाद है। यह दुनिया का सबसे गहरा चैनल है, जिसकी अनुमानित गहराई 220 मीटर है।",अनुभाग - 1
